user_ID,Dominant_Topic_Keywords
user_1710,"job, get, project, sport, analytics, website, build, portfolio, professor, land"
user_1711,"python, scrape, module, twitter, twitterscraper, professor, krish, state, naik, discussion"
user_1712,"learn, would, start, project, reviewing, episode, portfolio, changed, resume, github"
user_1713,"course, best, talking, nobody, free, portfolio, github, website, make, page"
user_1714,"scientist, different, life, explained, ep, knn, role, day, job, learn"
user_1715,"job, get, project, sport, analytics, website, build, portfolio, professor, land"
user_1716,"job, get, project, sport, analytics, website, build, portfolio, professor, land"
user_1717,"python, scrape, module, twitter, twitterscraper, professor, krish, state, naik, discussion"
user_1718,"learn, would, start, project, reviewing, episode, portfolio, changed, resume, github"
user_1719,"job, get, project, sport, analytics, website, build, portfolio, professor, land"
user_172,"master, degree, scientist, bootcamp, certificate, become, reason, huang, tina, wont"
user_1720,"python, scrape, module, twitter, twitterscraper, professor, krish, state, naik, discussion"
user_1721,"beginner, kaggle, project, proven, walkthrough, titanic, quit, knn, ep, computer"
user_1722,"starting, im, project, short, right, tip, portfolio, essential, scientist, daysofdata"
user_1723,"project, scratch, part, learning, collection, analysis, building, exploratory, cleaning, learned"
user_1724,"learn, would, start, project, reviewing, episode, portfolio, changed, resume, github"
user_1725,"master, degree, scientist, bootcamp, certificate, become, reason, huang, tina, wont"
user_1726,"python, scrape, module, twitter, twitterscraper, professor, krish, state, naik, discussion"
user_1727,"scientist, different, life, explained, ep, knn, role, day, job, learn"
user_1728,"job, get, project, sport, analytics, website, build, portfolio, professor, land"
user_1729,"starting, im, project, short, right, tip, portfolio, essential, scientist, daysofdata"
user_173,"course, best, talking, nobody, free, portfolio, github, website, make, page"
user_1730,"project, scratch, part, learning, collection, analysis, building, exploratory, cleaning, learned"
user_1731,"project, scratch, part, learning, collection, analysis, building, exploratory, cleaning, learned"
user_1732,"learn, would, start, project, reviewing, episode, portfolio, changed, resume, github"
user_1733,"beginner, kaggle, project, proven, walkthrough, titanic, quit, knn, ep, computer"
user_1734,"starting, im, project, short, right, tip, portfolio, essential, scientist, daysofdata"
user_1735,"course, best, talking, nobody, free, portfolio, github, website, make, page"
user_1736,"job, get, project, sport, analytics, website, build, portfolio, professor, land"
user_1737,"master, degree, scientist, bootcamp, certificate, become, reason, huang, tina, wont"
user_1738,"master, degree, scientist, bootcamp, certificate, become, reason, huang, tina, wont"
user_1739,"learn, would, start, project, reviewing, episode, portfolio, changed, resume, github"
user_174,"student, leaderboard, know, college, first, subscriber, youtube, ever, built, mastering"
user_1740,"student, leaderboard, know, college, first, subscriber, youtube, ever, built, mastering"
user_1741,"student, leaderboard, know, college, first, subscriber, youtube, ever, built, mastering"
user_1742,"python, scrape, module, twitter, twitterscraper, professor, krish, state, naik, discussion"
user_1743,"course, best, talking, nobody, free, portfolio, github, website, make, page"
user_1744,"learn, would, start, project, reviewing, episode, portfolio, changed, resume, github"
user_1745,"beginner, kaggle, project, proven, walkthrough, titanic, quit, knn, ep, computer"
user_1746,"master, degree, scientist, bootcamp, certificate, become, reason, huang, tina, wont"
user_1747,"course, best, talking, nobody, free, portfolio, github, website, make, page"
user_1748,"project, scratch, part, learning, collection, analysis, building, exploratory, cleaning, learned"
user_1749,"learn, would, start, project, reviewing, episode, portfolio, changed, resume, github"
user_175,"beginner, kaggle, project, proven, walkthrough, titanic, quit, knn, ep, computer"
user_1750,"python, scrape, module, twitter, twitterscraper, professor, krish, state, naik, discussion"
user_1751,"master, degree, scientist, bootcamp, certificate, become, reason, huang, tina, wont"
user_1752,"beginner, kaggle, project, proven, walkthrough, titanic, quit, knn, ep, computer"
user_1753,"job, get, project, sport, analytics, website, build, portfolio, professor, land"
user_1754,"master, degree, scientist, bootcamp, certificate, become, reason, huang, tina, wont"
user_1755,"python, scrape, module, twitter, twitterscraper, professor, krish, state, naik, discussion"
user_1756,"starting, im, project, short, right, tip, portfolio, essential, scientist, daysofdata"
user_1757,"learn, would, start, project, reviewing, episode, portfolio, changed, resume, github"
user_1758,"learn, would, start, project, reviewing, episode, portfolio, changed, resume, github"
user_1759,"beginner, kaggle, project, proven, walkthrough, titanic, quit, knn, ep, computer"
user_176,"course, best, talking, nobody, free, portfolio, github, website, make, page"
user_1760,"scientist, different, life, explained, ep, knn, role, day, job, learn"
user_1761,"job, get, project, sport, analytics, website, build, portfolio, professor, land"
user_1762,"learn, would, start, project, reviewing, episode, portfolio, changed, resume, github"
user_1763,"starting, im, project, short, right, tip, portfolio, essential, scientist, daysofdata"
user_1764,"starting, im, project, short, right, tip, portfolio, essential, scientist, daysofdata"
user_1765,"learn, would, start, project, reviewing, episode, portfolio, changed, resume, github"
user_1766,"project, scratch, part, learning, collection, analysis, building, exploratory, cleaning, learned"
user_1767,"master, degree, scientist, bootcamp, certificate, become, reason, huang, tina, wont"
user_1768,"beginner, kaggle, project, proven, walkthrough, titanic, quit, knn, ep, computer"
user_1769,"scientist, different, life, explained, ep, knn, role, day, job, learn"
user_177,"student, leaderboard, know, college, first, subscriber, youtube, ever, built, mastering"
user_1770,"master, degree, scientist, bootcamp, certificate, become, reason, huang, tina, wont"
user_1771,"scientist, different, life, explained, ep, knn, role, day, job, learn"
user_1772,"beginner, kaggle, project, proven, walkthrough, titanic, quit, knn, ep, computer"
user_1773,"master, degree, scientist, bootcamp, certificate, become, reason, huang, tina, wont"
user_1774,"beginner, kaggle, project, proven, walkthrough, titanic, quit, knn, ep, computer"
user_1775,"learn, would, start, project, reviewing, episode, portfolio, changed, resume, github"
user_1776,"student, leaderboard, know, college, first, subscriber, youtube, ever, built, mastering"
user_1777,"student, leaderboard, know, college, first, subscriber, youtube, ever, built, mastering"
user_1778,"course, best, talking, nobody, free, portfolio, github, website, make, page"
user_1779,"scientist, different, life, explained, ep, knn, role, day, job, learn"
user_178,"job, get, project, sport, analytics, website, build, portfolio, professor, land"
user_1780,"course, best, talking, nobody, free, portfolio, github, website, make, page"
user_1781,"learn, would, start, project, reviewing, episode, portfolio, changed, resume, github"
user_1782,"scientist, different, life, explained, ep, knn, role, day, job, learn"
user_1783,"job, get, project, sport, analytics, website, build, portfolio, professor, land"
user_1784,"scientist, different, life, explained, ep, knn, role, day, job, learn"
user_1785,"project, scratch, part, learning, collection, analysis, building, exploratory, cleaning, learned"
user_1786,"starting, im, project, short, right, tip, portfolio, essential, scientist, daysofdata"
user_1787,"course, best, talking, nobody, free, portfolio, github, website, make, page"
user_1788,"job, get, project, sport, analytics, website, build, portfolio, professor, land"
user_1789,"job, get, project, sport, analytics, website, build, portfolio, professor, land"
user_179,"learn, would, start, project, reviewing, episode, portfolio, changed, resume, github"
user_1790,"master, degree, scientist, bootcamp, certificate, become, reason, huang, tina, wont"
user_1791,"master, degree, scientist, bootcamp, certificate, become, reason, huang, tina, wont"
user_1792,"project, scratch, part, learning, collection, analysis, building, exploratory, cleaning, learned"
user_1793,"master, degree, scientist, bootcamp, certificate, become, reason, huang, tina, wont"
user_1794,"starting, im, project, short, right, tip, portfolio, essential, scientist, daysofdata"
user_1795,"scientist, different, life, explained, ep, knn, role, day, job, learn"
user_1796,"learn, would, start, project, reviewing, episode, portfolio, changed, resume, github"
user_1797,"beginner, kaggle, project, proven, walkthrough, titanic, quit, knn, ep, computer"
user_1798,"scientist, different, life, explained, ep, knn, role, day, job, learn"
user_1799,"learn, would, start, project, reviewing, episode, portfolio, changed, resume, github"
user_18,"beginner, kaggle, project, proven, walkthrough, titanic, quit, knn, ep, computer"
user_180,"beginner, kaggle, project, proven, walkthrough, titanic, quit, knn, ep, computer"
user_1800,"learn, would, start, project, reviewing, episode, portfolio, changed, resume, github"
user_1801,"beginner, kaggle, project, proven, walkthrough, titanic, quit, knn, ep, computer"
user_1802,"beginner, kaggle, project, proven, walkthrough, titanic, quit, knn, ep, computer"
user_1803,"course, best, talking, nobody, free, portfolio, github, website, make, page"
user_1804,"beginner, kaggle, project, proven, walkthrough, titanic, quit, knn, ep, computer"
user_1805,"student, leaderboard, know, college, first, subscriber, youtube, ever, built, mastering"
user_1806,"learn, would, start, project, reviewing, episode, portfolio, changed, resume, github"
user_1807,"beginner, kaggle, project, proven, walkthrough, titanic, quit, knn, ep, computer"
user_1808,"scientist, different, life, explained, ep, knn, role, day, job, learn"
user_1809,"student, leaderboard, know, college, first, subscriber, youtube, ever, built, mastering"
user_181,"course, best, talking, nobody, free, portfolio, github, website, make, page"
user_1810,"learn, would, start, project, reviewing, episode, portfolio, changed, resume, github"
user_1811,"starting, im, project, short, right, tip, portfolio, essential, scientist, daysofdata"
user_1812,"job, get, project, sport, analytics, website, build, portfolio, professor, land"
user_1813,"scientist, different, life, explained, ep, knn, role, day, job, learn"
user_1814,"learn, would, start, project, reviewing, episode, portfolio, changed, resume, github"
user_1815,"master, degree, scientist, bootcamp, certificate, become, reason, huang, tina, wont"
user_1816,"beginner, kaggle, project, proven, walkthrough, titanic, quit, knn, ep, computer"
user_1817,"course, best, talking, nobody, free, portfolio, github, website, make, page"
user_1818,"learn, would, start, project, reviewing, episode, portfolio, changed, resume, github"
user_1819,"course, best, talking, nobody, free, portfolio, github, website, make, page"
user_182,"learn, would, start, project, reviewing, episode, portfolio, changed, resume, github"
user_1820,"job, get, project, sport, analytics, website, build, portfolio, professor, land"
user_1821,"learn, would, start, project, reviewing, episode, portfolio, changed, resume, github"
user_1822,"starting, im, project, short, right, tip, portfolio, essential, scientist, daysofdata"
user_1823,"project, scratch, part, learning, collection, analysis, building, exploratory, cleaning, learned"
user_1824,"project, scratch, part, learning, collection, analysis, building, exploratory, cleaning, learned"
user_1825,"scientist, different, life, explained, ep, knn, role, day, job, learn"
user_1826,"starting, im, project, short, right, tip, portfolio, essential, scientist, daysofdata"
user_1827,"scientist, different, life, explained, ep, knn, role, day, job, learn"
user_1828,"learn, would, start, project, reviewing, episode, portfolio, changed, resume, github"
user_1829,"master, degree, scientist, bootcamp, certificate, become, reason, huang, tina, wont"
user_183,"project, scratch, part, learning, collection, analysis, building, exploratory, cleaning, learned"
user_1830,"python, scrape, module, twitter, twitterscraper, professor, krish, state, naik, discussion"
user_1831,"master, degree, scientist, bootcamp, certificate, become, reason, huang, tina, wont"
user_1832,"course, best, talking, nobody, free, portfolio, github, website, make, page"
user_1833,"starting, im, project, short, right, tip, portfolio, essential, scientist, daysofdata"
user_1834,"project, scratch, part, learning, collection, analysis, building, exploratory, cleaning, learned"
user_1835,"project, scratch, part, learning, collection, analysis, building, exploratory, cleaning, learned"
user_1836,"job, get, project, sport, analytics, website, build, portfolio, professor, land"
user_1837,"beginner, kaggle, project, proven, walkthrough, titanic, quit, knn, ep, computer"
user_1838,"master, degree, scientist, bootcamp, certificate, become, reason, huang, tina, wont"
user_1839,"scientist, different, life, explained, ep, knn, role, day, job, learn"
user_184,"master, degree, scientist, bootcamp, certificate, become, reason, huang, tina, wont"
user_1840,"job, get, project, sport, analytics, website, build, portfolio, professor, land"
user_1841,"project, scratch, part, learning, collection, analysis, building, exploratory, cleaning, learned"
user_1842,"python, scrape, module, twitter, twitterscraper, professor, krish, state, naik, discussion"
user_1843,"master, degree, scientist, bootcamp, certificate, become, reason, huang, tina, wont"
user_1844,"learn, would, start, project, reviewing, episode, portfolio, changed, resume, github"
user_1845,"master, degree, scientist, bootcamp, certificate, become, reason, huang, tina, wont"
user_1846,"project, scratch, part, learning, collection, analysis, building, exploratory, cleaning, learned"
user_1847,"beginner, kaggle, project, proven, walkthrough, titanic, quit, knn, ep, computer"
user_1848,"project, scratch, part, learning, collection, analysis, building, exploratory, cleaning, learned"
user_1849,"starting, im, project, short, right, tip, portfolio, essential, scientist, daysofdata"
user_185,"starting, im, project, short, right, tip, portfolio, essential, scientist, daysofdata"
user_1850,"learn, would, start, project, reviewing, episode, portfolio, changed, resume, github"
user_1851,"student, leaderboard, know, college, first, subscriber, youtube, ever, built, mastering"
user_1852,"learn, would, start, project, reviewing, episode, portfolio, changed, resume, github"
user_1853,"scientist, different, life, explained, ep, knn, role, day, job, learn"
user_1854,"project, scratch, part, learning, collection, analysis, building, exploratory, cleaning, learned"
user_1855,"project, scratch, part, learning, collection, analysis, building, exploratory, cleaning, learned"
user_1856,"student, leaderboard, know, college, first, subscriber, youtube, ever, built, mastering"
user_1857,"scientist, different, life, explained, ep, knn, role, day, job, learn"
user_1858,"beginner, kaggle, project, proven, walkthrough, titanic, quit, knn, ep, computer"
user_1859,"learn, would, start, project, reviewing, episode, portfolio, changed, resume, github"
user_186,"learn, would, start, project, reviewing, episode, portfolio, changed, resume, github"
user_1860,"beginner, kaggle, project, proven, walkthrough, titanic, quit, knn, ep, computer"
user_1861,"student, leaderboard, know, college, first, subscriber, youtube, ever, built, mastering"
user_1862,"beginner, kaggle, project, proven, walkthrough, titanic, quit, knn, ep, computer"
user_1863,"master, degree, scientist, bootcamp, certificate, become, reason, huang, tina, wont"
user_1864,"beginner, kaggle, project, proven, walkthrough, titanic, quit, knn, ep, computer"
user_1865,"learn, would, start, project, reviewing, episode, portfolio, changed, resume, github"
user_1866,"project, scratch, part, learning, collection, analysis, building, exploratory, cleaning, learned"
user_1867,"learn, would, start, project, reviewing, episode, portfolio, changed, resume, github"
user_1868,"job, get, project, sport, analytics, website, build, portfolio, professor, land"
user_1869,"course, best, talking, nobody, free, portfolio, github, website, make, page"
user_187,"learn, would, start, project, reviewing, episode, portfolio, changed, resume, github"
user_1870,"student, leaderboard, know, college, first, subscriber, youtube, ever, built, mastering"
user_1871,"job, get, project, sport, analytics, website, build, portfolio, professor, land"
user_1872,"student, leaderboard, know, college, first, subscriber, youtube, ever, built, mastering"
user_1873,"starting, im, project, short, right, tip, portfolio, essential, scientist, daysofdata"
user_1874,"student, leaderboard, know, college, first, subscriber, youtube, ever, built, mastering"
user_1875,"job, get, project, sport, analytics, website, build, portfolio, professor, land"
user_1876,"beginner, kaggle, project, proven, walkthrough, titanic, quit, knn, ep, computer"
user_1877,"learn, would, start, project, reviewing, episode, portfolio, changed, resume, github"
user_1878,"learn, would, start, project, reviewing, episode, portfolio, changed, resume, github"
user_1879,"learn, would, start, project, reviewing, episode, portfolio, changed, resume, github"
user_188,"job, get, project, sport, analytics, website, build, portfolio, professor, land"
user_1880,"master, degree, scientist, bootcamp, certificate, become, reason, huang, tina, wont"
user_1881,"project, scratch, part, learning, collection, analysis, building, exploratory, cleaning, learned"
user_1882,"student, leaderboard, know, college, first, subscriber, youtube, ever, built, mastering"
user_1883,"student, leaderboard, know, college, first, subscriber, youtube, ever, built, mastering"
user_1884,"master, degree, scientist, bootcamp, certificate, become, reason, huang, tina, wont"
user_1885,"course, best, talking, nobody, free, portfolio, github, website, make, page"
user_1886,"scientist, different, life, explained, ep, knn, role, day, job, learn"
user_1887,"course, best, talking, nobody, free, portfolio, github, website, make, page"
user_1888,"master, degree, scientist, bootcamp, certificate, become, reason, huang, tina, wont"
user_1889,"student, leaderboard, know, college, first, subscriber, youtube, ever, built, mastering"
user_189,"project, scratch, part, learning, collection, analysis, building, exploratory, cleaning, learned"
user_1890,"course, best, talking, nobody, free, portfolio, github, website, make, page"
user_1891,"learn, would, start, project, reviewing, episode, portfolio, changed, resume, github"
user_1892,"beginner, kaggle, project, proven, walkthrough, titanic, quit, knn, ep, computer"
user_1893,"job, get, project, sport, analytics, website, build, portfolio, professor, land"
user_1894,"beginner, kaggle, project, proven, walkthrough, titanic, quit, knn, ep, computer"
user_1895,"scientist, different, life, explained, ep, knn, role, day, job, learn"
user_1896,"learn, would, start, project, reviewing, episode, portfolio, changed, resume, github"
user_1897,"course, best, talking, nobody, free, portfolio, github, website, make, page"
user_1898,"scientist, different, life, explained, ep, knn, role, day, job, learn"
user_1899,"beginner, kaggle, project, proven, walkthrough, titanic, quit, knn, ep, computer"
user_19,"course, best, talking, nobody, free, portfolio, github, website, make, page"
user_190,"project, scratch, part, learning, collection, analysis, building, exploratory, cleaning, learned"
user_1900,"learn, would, start, project, reviewing, episode, portfolio, changed, resume, github"
user_1901,"project, scratch, part, learning, collection, analysis, building, exploratory, cleaning, learned"
user_1902,"beginner, kaggle, project, proven, walkthrough, titanic, quit, knn, ep, computer"
user_1903,"beginner, kaggle, project, proven, walkthrough, titanic, quit, knn, ep, computer"
user_1904,"learn, would, start, project, reviewing, episode, portfolio, changed, resume, github"
user_1905,"learn, would, start, project, reviewing, episode, portfolio, changed, resume, github"
user_1906,"learn, would, start, project, reviewing, episode, portfolio, changed, resume, github"
user_1907,"course, best, talking, nobody, free, portfolio, github, website, make, page"
user_1908,"master, degree, scientist, bootcamp, certificate, become, reason, huang, tina, wont"
user_1909,"project, scratch, part, learning, collection, analysis, building, exploratory, cleaning, learned"
user_191,"project, scratch, part, learning, collection, analysis, building, exploratory, cleaning, learned"
user_1910,"learn, would, start, project, reviewing, episode, portfolio, changed, resume, github"
user_1911,"learn, would, start, project, reviewing, episode, portfolio, changed, resume, github"
user_1912,"job, get, project, sport, analytics, website, build, portfolio, professor, land"
user_1913,"scientist, different, life, explained, ep, knn, role, day, job, learn"
user_1914,"learn, would, start, project, reviewing, episode, portfolio, changed, resume, github"
user_1915,"learn, would, start, project, reviewing, episode, portfolio, changed, resume, github"
user_1916,"scientist, different, life, explained, ep, knn, role, day, job, learn"
user_1917,"course, best, talking, nobody, free, portfolio, github, website, make, page"
user_1918,"scientist, different, life, explained, ep, knn, role, day, job, learn"
user_1919,"course, best, talking, nobody, free, portfolio, github, website, make, page"
user_192,"learn, would, start, project, reviewing, episode, portfolio, changed, resume, github"
user_1920,"scientist, different, life, explained, ep, knn, role, day, job, learn"
user_1921,"scientist, different, life, explained, ep, knn, role, day, job, learn"
user_1922,"master, degree, scientist, bootcamp, certificate, become, reason, huang, tina, wont"
user_1923,"project, scratch, part, learning, collection, analysis, building, exploratory, cleaning, learned"
user_1924,"project, scratch, part, learning, collection, analysis, building, exploratory, cleaning, learned"
user_1925,"job, get, project, sport, analytics, website, build, portfolio, professor, land"
user_1926,"master, degree, scientist, bootcamp, certificate, become, reason, huang, tina, wont"
user_1927,"master, degree, scientist, bootcamp, certificate, become, reason, huang, tina, wont"
user_1928,"job, get, project, sport, analytics, website, build, portfolio, professor, land"
user_1929,"master, degree, scientist, bootcamp, certificate, become, reason, huang, tina, wont"
user_193,"learn, would, start, project, reviewing, episode, portfolio, changed, resume, github"
user_1930,"learn, would, start, project, reviewing, episode, portfolio, changed, resume, github"
user_1931,"learn, would, start, project, reviewing, episode, portfolio, changed, resume, github"
user_1932,"learn, would, start, project, reviewing, episode, portfolio, changed, resume, github"
user_1933,"beginner, kaggle, project, proven, walkthrough, titanic, quit, knn, ep, computer"
user_1934,"course, best, talking, nobody, free, portfolio, github, website, make, page"
user_1935,"starting, im, project, short, right, tip, portfolio, essential, scientist, daysofdata"
user_1936,"learn, would, start, project, reviewing, episode, portfolio, changed, resume, github"
user_1937,"course, best, talking, nobody, free, portfolio, github, website, make, page"
user_1938,"course, best, talking, nobody, free, portfolio, github, website, make, page"
user_1939,"job, get, project, sport, analytics, website, build, portfolio, professor, land"
user_194,"learn, would, start, project, reviewing, episode, portfolio, changed, resume, github"
user_1940,"project, scratch, part, learning, collection, analysis, building, exploratory, cleaning, learned"
user_1941,"learn, would, start, project, reviewing, episode, portfolio, changed, resume, github"
user_1942,"starting, im, project, short, right, tip, portfolio, essential, scientist, daysofdata"
user_1943,"learn, would, start, project, reviewing, episode, portfolio, changed, resume, github"
user_1944,"master, degree, scientist, bootcamp, certificate, become, reason, huang, tina, wont"
user_1945,"learn, would, start, project, reviewing, episode, portfolio, changed, resume, github"
user_1946,"beginner, kaggle, project, proven, walkthrough, titanic, quit, knn, ep, computer"
user_1947,"project, scratch, part, learning, collection, analysis, building, exploratory, cleaning, learned"
user_1948,"learn, would, start, project, reviewing, episode, portfolio, changed, resume, github"
user_1949,"learn, would, start, project, reviewing, episode, portfolio, changed, resume, github"
user_195,"python, scrape, module, twitter, twitterscraper, professor, krish, state, naik, discussion"
user_1950,"beginner, kaggle, project, proven, walkthrough, titanic, quit, knn, ep, computer"
user_1951,"course, best, talking, nobody, free, portfolio, github, website, make, page"
user_1952,"job, get, project, sport, analytics, website, build, portfolio, professor, land"
user_1953,"beginner, kaggle, project, proven, walkthrough, titanic, quit, knn, ep, computer"
user_1954,"scientist, different, life, explained, ep, knn, role, day, job, learn"
user_1955,"master, degree, scientist, bootcamp, certificate, become, reason, huang, tina, wont"
user_1956,"project, scratch, part, learning, collection, analysis, building, exploratory, cleaning, learned"
user_1957,"starting, im, project, short, right, tip, portfolio, essential, scientist, daysofdata"
user_1958,"beginner, kaggle, project, proven, walkthrough, titanic, quit, knn, ep, computer"
user_1959,"master, degree, scientist, bootcamp, certificate, become, reason, huang, tina, wont"
user_196,"scientist, different, life, explained, ep, knn, role, day, job, learn"
user_1960,"master, degree, scientist, bootcamp, certificate, become, reason, huang, tina, wont"
user_1961,"learn, would, start, project, reviewing, episode, portfolio, changed, resume, github"
user_1962,"learn, would, start, project, reviewing, episode, portfolio, changed, resume, github"
user_1963,"course, best, talking, nobody, free, portfolio, github, website, make, page"
user_1964,"python, scrape, module, twitter, twitterscraper, professor, krish, state, naik, discussion"
user_1965,"master, degree, scientist, bootcamp, certificate, become, reason, huang, tina, wont"
user_1966,"project, scratch, part, learning, collection, analysis, building, exploratory, cleaning, learned"
user_1967,"python, scrape, module, twitter, twitterscraper, professor, krish, state, naik, discussion"
user_1968,"job, get, project, sport, analytics, website, build, portfolio, professor, land"
user_1969,"starting, im, project, short, right, tip, portfolio, essential, scientist, daysofdata"
user_197,"project, scratch, part, learning, collection, analysis, building, exploratory, cleaning, learned"
user_1970,"starting, im, project, short, right, tip, portfolio, essential, scientist, daysofdata"
user_1971,"learn, would, start, project, reviewing, episode, portfolio, changed, resume, github"
user_1972,"job, get, project, sport, analytics, website, build, portfolio, professor, land"
user_1973,"learn, would, start, project, reviewing, episode, portfolio, changed, resume, github"
user_1974,"course, best, talking, nobody, free, portfolio, github, website, make, page"
user_1975,"learn, would, start, project, reviewing, episode, portfolio, changed, resume, github"
user_1976,"project, scratch, part, learning, collection, analysis, building, exploratory, cleaning, learned"
user_1977,"python, scrape, module, twitter, twitterscraper, professor, krish, state, naik, discussion"
user_1978,"learn, would, start, project, reviewing, episode, portfolio, changed, resume, github"
user_1979,"beginner, kaggle, project, proven, walkthrough, titanic, quit, knn, ep, computer"
user_198,"course, best, talking, nobody, free, portfolio, github, website, make, page"
user_1980,"beginner, kaggle, project, proven, walkthrough, titanic, quit, knn, ep, computer"
user_1981,"project, scratch, part, learning, collection, analysis, building, exploratory, cleaning, learned"
user_1982,"python, scrape, module, twitter, twitterscraper, professor, krish, state, naik, discussion"
user_1983,"course, best, talking, nobody, free, portfolio, github, website, make, page"
user_1984,"course, best, talking, nobody, free, portfolio, github, website, make, page"
user_1985,"python, scrape, module, twitter, twitterscraper, professor, krish, state, naik, discussion"
user_1986,"project, scratch, part, learning, collection, analysis, building, exploratory, cleaning, learned"
user_1987,"beginner, kaggle, project, proven, walkthrough, titanic, quit, knn, ep, computer"
user_1988,"job, get, project, sport, analytics, website, build, portfolio, professor, land"
user_1989,"python, scrape, module, twitter, twitterscraper, professor, krish, state, naik, discussion"
user_199,"master, degree, scientist, bootcamp, certificate, become, reason, huang, tina, wont"
user_1990,"beginner, kaggle, project, proven, walkthrough, titanic, quit, knn, ep, computer"
user_1991,"project, scratch, part, learning, collection, analysis, building, exploratory, cleaning, learned"
user_1992,"master, degree, scientist, bootcamp, certificate, become, reason, huang, tina, wont"
user_1993,"student, leaderboard, know, college, first, subscriber, youtube, ever, built, mastering"
user_1994,"learn, would, start, project, reviewing, episode, portfolio, changed, resume, github"
user_1995,"project, scratch, part, learning, collection, analysis, building, exploratory, cleaning, learned"
user_1996,"job, get, project, sport, analytics, website, build, portfolio, professor, land"
user_1997,"project, scratch, part, learning, collection, analysis, building, exploratory, cleaning, learned"
user_1998,"python, scrape, module, twitter, twitterscraper, professor, krish, state, naik, discussion"
user_1999,"project, scratch, part, learning, collection, analysis, building, exploratory, cleaning, learned"
user_2,"learn, would, start, project, reviewing, episode, portfolio, changed, resume, github"
user_20,"master, degree, scientist, bootcamp, certificate, become, reason, huang, tina, wont"
user_200,"student, leaderboard, know, college, first, subscriber, youtube, ever, built, mastering"
user_2000,"job, get, project, sport, analytics, website, build, portfolio, professor, land"
user_2001,"learn, would, start, project, reviewing, episode, portfolio, changed, resume, github"
user_2002,"learn, would, start, project, reviewing, episode, portfolio, changed, resume, github"
user_2003,"starting, im, project, short, right, tip, portfolio, essential, scientist, daysofdata"
user_2004,"learn, would, start, project, reviewing, episode, portfolio, changed, resume, github"
user_2005,"learn, would, start, project, reviewing, episode, portfolio, changed, resume, github"
user_2006,"starting, im, project, short, right, tip, portfolio, essential, scientist, daysofdata"
user_2007,"learn, would, start, project, reviewing, episode, portfolio, changed, resume, github"
user_2008,"master, degree, scientist, bootcamp, certificate, become, reason, huang, tina, wont"
user_2009,"job, get, project, sport, analytics, website, build, portfolio, professor, land"
user_201,"master, degree, scientist, bootcamp, certificate, become, reason, huang, tina, wont"
user_2010,"beginner, kaggle, project, proven, walkthrough, titanic, quit, knn, ep, computer"
user_2011,"student, leaderboard, know, college, first, subscriber, youtube, ever, built, mastering"
user_2012,"course, best, talking, nobody, free, portfolio, github, website, make, page"
user_2013,"project, scratch, part, learning, collection, analysis, building, exploratory, cleaning, learned"
user_2014,"python, scrape, module, twitter, twitterscraper, professor, krish, state, naik, discussion"
user_2015,"learn, would, start, project, reviewing, episode, portfolio, changed, resume, github"
user_2016,"job, get, project, sport, analytics, website, build, portfolio, professor, land"
user_2017,"scientist, different, life, explained, ep, knn, role, day, job, learn"
user_2018,"project, scratch, part, learning, collection, analysis, building, exploratory, cleaning, learned"
user_2019,"learn, would, start, project, reviewing, episode, portfolio, changed, resume, github"
user_202,"master, degree, scientist, bootcamp, certificate, become, reason, huang, tina, wont"
user_2020,"learn, would, start, project, reviewing, episode, portfolio, changed, resume, github"
user_2021,"job, get, project, sport, analytics, website, build, portfolio, professor, land"
user_2022,"job, get, project, sport, analytics, website, build, portfolio, professor, land"
user_2023,"beginner, kaggle, project, proven, walkthrough, titanic, quit, knn, ep, computer"
user_2024,"master, degree, scientist, bootcamp, certificate, become, reason, huang, tina, wont"
user_2025,"starting, im, project, short, right, tip, portfolio, essential, scientist, daysofdata"
user_2026,"beginner, kaggle, project, proven, walkthrough, titanic, quit, knn, ep, computer"
user_2027,"student, leaderboard, know, college, first, subscriber, youtube, ever, built, mastering"
user_2028,"scientist, different, life, explained, ep, knn, role, day, job, learn"
user_2029,"learn, would, start, project, reviewing, episode, portfolio, changed, resume, github"
user_203,"course, best, talking, nobody, free, portfolio, github, website, make, page"
user_2030,"learn, would, start, project, reviewing, episode, portfolio, changed, resume, github"
user_2031,"project, scratch, part, learning, collection, analysis, building, exploratory, cleaning, learned"
user_2032,"project, scratch, part, learning, collection, analysis, building, exploratory, cleaning, learned"
user_2033,"python, scrape, module, twitter, twitterscraper, professor, krish, state, naik, discussion"
user_2034,"scientist, different, life, explained, ep, knn, role, day, job, learn"
user_2035,"master, degree, scientist, bootcamp, certificate, become, reason, huang, tina, wont"
user_2036,"starting, im, project, short, right, tip, portfolio, essential, scientist, daysofdata"
user_2037,"scientist, different, life, explained, ep, knn, role, day, job, learn"
user_2038,"job, get, project, sport, analytics, website, build, portfolio, professor, land"
user_2039,"learn, would, start, project, reviewing, episode, portfolio, changed, resume, github"
user_204,"learn, would, start, project, reviewing, episode, portfolio, changed, resume, github"
user_2040,"project, scratch, part, learning, collection, analysis, building, exploratory, cleaning, learned"
user_2041,"project, scratch, part, learning, collection, analysis, building, exploratory, cleaning, learned"
user_2042,"job, get, project, sport, analytics, website, build, portfolio, professor, land"
